year,player,player_id,position,player_game_count,team_name,route_snaps,targets,target_percent,slot_snaps,slot_snap_percent,slot_targets,slot_target_percent,slot_receptions,slot_drops,slot_yards,slot_yprr,slot_touchdowns,slot_drop_rate,slot_catch_rate
2014,Jamize Olawale,7572,FB,10,OAK,25,6,24,6,24,1,16.7,1,0,7,1.17,0,0,100
2014,James Casey,5076,TE,15,PHI,35,3,8.6,10,28.6,1,10,1,0,14,1.4,1,0,100
2014,Brenton Bersin,7516,WR,15,CAR,90,19,21.1,21,23.3,5,23.8,5,0,80,3.81,0,0,100
2014,Travaris Cadet,7457,HB,14,NO,176,43,24.4,30,17,8,26.7,8,0,96,3.2,0,0,100
2014,Kevin Brock,5328,TE,10,CIN,38,6,15.8,4,10.5,2,50,2,0,18,4.5,0,0,100
2014,C.J. Spiller,5534,HB,9,BUF,79,21,26.6,5,6.3,2,40,2,0,7,1.4,0,0,100
2014,Ryan Mathews,5537,HB,6,SD,64,10,15.6,2,3.1,2,100,2,0,26,13,0,0,100
2014,Cory Harkey,7306,FB,16,SL,73,9,12.3,3,4.1,1,33.3,1,0,21,7,0,0,100
2014,Chris Owusu,7276,WR,7,NYJ,68,6,8.8,26,38.2,1,3.8,1,0,1,0.04,0,0,100
2014,Damian Williams,5601,WR,1,SL,1,1,100,1,100,1,100,1,0,14,14,0,0,100
2014,Dan Herron,7179,HB,11,IND,117,24,20.5,5,4.3,1,20,1,0,-4,-0.8,0,0,100
2014,Mike Williams,5625,WR,8,BUF,126,17,13.5,11,8.7,1,9.1,1,0,20,1.82,0,0,100
2014,Joe McKnight,5636,HB,1,KC,11,7,63.6,3,27.3,3,100,3,0,23,7.67,1,0,100
