player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties
Ryan Hewitt,9107,TE,15,CIN,10,8,80.0,99,0,64.1,63.7,76.5,70.1,75.5,12.4,60,7.5,22,3,0,0,0,2,107.9,3,0
Marlon Moore,5887,WR,10,CLV,10,7,70.0,81,1,54.3,55.8,32.2,72.6,,11.6,31,4.4,20,6,2,0,0,2,127.5,1,0
Zac Stacy,7942,HB,7,NYJ,10,9,90.0,65,0,60.8,59.6,77.3,82.9,76.1,7.2,83,9.2,16,4,0,0,0,1,93.8,1,0
Chase Coffman,5021,TE,2,SEA,10,8,80.0,71,1,73.0,77.5,76.5,70.1,67.6,8.9,23,2.9,16,5,0,0,0,0,129.6,2,0
James O'Shaughnessy,9606,TE,7,KC,9,6,66.7,87,0,63.1,62.4,74.6,68.8,69.8,14.5,58,9.7,30,4,0,0,0,4,97.9,0,0
Russell Shepard,8254,WR,12,TB,9,3,33.3,28,1,58.0,51.4,29.2,68.0,,9.3,1,0.3,18,3,2,0,0,0,79.9,2,0
John Kuhn,2686,FB,16,GB,9,6,66.7,56,0,58.3,48.5,49.2,81.2,69.1,9.3,62,10.3,19,3,1,0,0,0,83.6,1,0
Jeff Janis,8870,WR,11,GB,9,2,22.2,79,0,56.0,55.1,36.8,78.0,69.8,39.5,28,14.0,46,2,1,1,0,0,24.1,2,1
Akeem Hunt,9839,HB,7,HST,9,6,66.7,39,0,76.3,94.2,77.3,78.3,72.4,6.5,53,8.8,27,2,0,0,0,2,75.7,1,0
Taiwan Jones,6277,HB,8,OAK,9,7,77.8,106,1,81.0,80.0,52.1,27.3,65.8,15.1,114,16.3,59,4,1,0,0,7,152.8,0,0
Robert Turbin,7106,HB,10,DAL,9,7,77.8,23,0,69.2,53.7,76.5,83.7,68.9,3.3,25,3.6,15,0,0,1,0,1,39.6,0,0
Zach Line,8420,FB,15,MIN,8,6,75.0,95,1,68.0,49.7,29.8,91.2,81.5,15.8,83,13.8,49,4,2,0,0,3,153.6,0,0
Jonas Gray,7393,HB,7,JAX,8,7,87.5,76,0,79.1,55.9,52.1,82.8,89.4,10.9,61,8.7,25,2,1,0,0,0,106.3,0,0
Corey Fuller,7953,WR,12,DET,8,4,50.0,76,0,54.9,57.1,45.8,68.0,,19.0,10,2.5,48,3,1,0,0,0,83.3,0,0
Austin Johnson,8438,FB,9,NO,8,5,62.5,30,0,46.8,40.4,29.2,71.6,44.1,6.0,22,4.4,12,3,2,0,0,0,69.8,1,0
Juwan Thompson,8955,HB,8,DEN,8,6,75.0,51,0,57.2,51.3,49.7,77.5,65.8,8.5,70,11.7,16,1,1,0,0,1,91.1,0,0
Kellen Davis,4472,TE,16,NYJ,8,3,37.5,18,1,49.0,35.0,36.2,65.8,64.5,6.0,10,3.3,9,2,1,0,0,0,85.4,3,0
Anthony Dixon,5696,HB,7,BUF,7,6,85.7,44,0,63.7,74.4,74.6,78.6,90.6,7.3,29,4.8,14,1,0,0,0,3,92.9,0,0
Lucky Whitehead,9853,WR,13,DAL,7,6,85.7,16,0,60.5,55.2,74.6,50.9,61.5,2.7,17,2.8,8,1,0,0,0,1,79.2,2,0
Daniel Fells,3309,TE,2,NYG,7,6,85.7,60,0,85.3,90.6,74.6,68.8,72.3,10.0,34,5.7,23,4,0,0,0,1,102.4,0,0
Ricardo Lockette,6622,WR,8,SEA,7,4,57.1,69,1,64.4,65.6,41.6,67.0,,17.3,13,3.3,40,2,1,0,0,0,130.4,1,0
Mike Gillislee,7946,HB,5,BUF,7,6,85.7,29,0,53.9,61.4,74.6,45.1,62.2,4.8,36,6.0,14,2,0,0,0,1,83.9,0,0
Zurlon Tipton,9164,HB,6,IND,7,5,71.4,57,0,54.5,53.9,49.7,72.6,27.7,11.4,49,9.8,27,2,1,0,0,2,95.5,0,0
Darren Waller,9637,WR,3,BLT,6,2,33.3,18,0,52.9,57.3,68.3,64.0,,9.0,14,7.0,17,1,0,0,0,2,42.4,1,0
Jarryd Hayne,10255,HB,5,SF,6,6,100.0,27,0,66.7,65.2,75.9,29.7,70.0,4.5,24,4.0,7,2,0,0,0,1,85.4,0,0
Terrelle Pryor Sr.,6944,WR,3,CLV,6,1,16.7,42,0,50.9,52.9,28.8,64.6,,42.0,9,9.0,42,1,1,0,0,0,56.3,2,0
Spencer Ware,7975,HB,9,KC,6,6,100.0,5,0,85.2,56.3,74.6,85.8,74.4,0.8,15,2.5,5,0,0,0,0,0,79.2,0,0
Josh Robinson,9638,HB,5,IND,6,6,100.0,33,0,39.6,59.3,74.6,19.5,59.1,5.5,39,6.5,9,2,0,0,0,1,89.6,0,0
Rob Housler,6221,TE,9,CHI,6,4,66.7,33,0,64.5,61.8,72.1,67.0,47.6,8.3,11,2.8,12,3,0,0,0,0,80.6,1,1
Michael Burton,9601,FB,16,DET,6,6,100.0,39,1,84.3,69.0,74.6,72.0,82.9,6.5,32,5.3,12,3,0,0,0,1,133.3,0,0
Darrel Young,5438,FB,13,WAS,6,6,100.0,22,0,57.1,67.1,74.6,21.4,50.8,3.7,22,3.7,8,0,0,0,0,1,81.9,1,0
LeGarrette Blount,5863,HB,11,NE,6,6,100.0,43,1,69.5,58.1,75.6,76.1,46.9,7.2,31,5.2,14,3,0,0,0,1,136.1,0,0
Tyrell Williams,10154,WR,3,SD,6,2,33.3,90,1,53.1,53.3,30.0,64.0,,45.0,61,30.5,80,1,1,1,0,0,81.9,0,0
Michael Campanaro,8852,WR,4,BLT,6,5,83.3,35,0,69.6,61.8,73.4,75.4,,7.0,27,5.4,11,1,0,0,0,2,91.0,0,0
Tommy Bohanon,7997,FB,15,NYJ,5,4,80.0,56,0,53.4,50.3,41.6,69.4,60.8,14.0,40,10.0,23,3,1,0,0,0,113.3,0,0
Jalston Fowler,9541,FB,14,TEN,5,5,100.0,44,1,85.2,69.0,73.4,73.8,67.7,8.8,44,8.8,19,3,0,0,0,0,142.9,0,0
Bernard Pierce,7085,HB,4,JAX,5,3,60.0,7,0,59.3,59.3,70.5,72.0,54.6,2.3,2,0.7,6,0,0,0,0,1,64.6,0,0
Toby Gerhart,5576,HB,4,JAX,5,3,60.0,23,0,55.3,54.7,70.5,77.6,79.4,7.7,23,7.7,8,1,0,0,0,0,71.3,0,0
Kevin Smith,9065,WR,7,SEA,5,3,60.0,43,0,59.2,54.5,70.5,65.8,,14.3,30,10.0,21,2,0,0,0,0,87.9,0,0
Lorenzo Taliaferro,8773,HB,3,BLT,5,5,100.0,29,0,77.1,87.3,74.6,76.0,87.4,5.8,29,5.8,11,0,0,0,0,2,90.8,0,0
Stevan Ridley,6225,HB,8,NYJ,5,4,80.0,-2,0,59.9,55.6,72.1,81.4,84.5,-0.5,8,2.0,3,0,0,0,0,0,79.2,0,0
Greg Salas,6264,WR,2,BUF,5,3,60.0,41,0,65.7,65.6,70.5,65.8,,13.7,13,4.3,20,3,0,0,0,0,86.3,0,0
Malcolm Johnson,9628,FB,12,CLV,5,4,80.0,15,0,37.6,43.0,43.3,67.5,46.7,3.8,19,4.8,8,0,1,0,0,0,79.2,0,0
Jake Stoneburner,8353,TE,11,MIA,5,5,100.0,47,2,64.5,68.0,73.4,68.0,81.4,9.4,14,2.8,13,3,0,0,0,1,145.4,1,0
Cameron Artis-Payne,9607,HB,5,CAR,5,5,100.0,58,0,66.7,70.8,74.9,82.6,79.8,11.6,62,12.4,20,4,0,0,0,2,115.0,0,0
Cory Harkey,7306,FB,16,SL,5,5,100.0,26,0,67.5,57.5,73.4,68.0,69.2,5.2,21,4.2,12,2,0,0,0,0,88.3,0,0
Michael Williams,7993,TE,15,NE,5,3,60.0,26,0,64.3,46.3,70.5,69.5,62.6,8.7,14,4.7,15,1,0,0,0,0,73.8,0,0
Trey Burton,9185,TE,6,PHI,4,3,75.0,54,0,60.3,64.2,70.5,65.8,73.0,18.0,32,10.7,43,1,0,0,0,1,116.7,1,0
Rico Richardson,8216,WR,3,TEN,4,0,0.0,0,0,50.5,50.7,,,,,0,,0,0,0,0,0,0,39.6,0,0
Troy Niklas,8687,TE,12,ARZ,4,4,100.0,33,2,65.6,66.6,72.1,67.0,60.3,8.3,5,1.3,13,3,0,0,0,0,140.6,0,0
Tre McBride,9678,WR,4,TEN,4,2,50.0,8,1,52.0,50.7,29.9,76.3,,4.0,1,0.5,7,1,1,0,0,0,95.8,1,0
Anthony Sherman,6288,FB,16,KC,4,4,100.0,34,0,68.8,57.2,73.4,69.1,78.3,8.5,38,9.5,18,1,0,0,0,0,102.1,0,0
Chandler Worthy,10028,WR,3,HST,4,3,75.0,14,0,52.0,52.1,36.8,19.7,,4.7,23,7.7,12,1,0,0,0,1,79.2,0,0
Christine Michael,7843,HB,6,SEA,4,3,75.0,16,0,70.8,44.5,36.2,83.5,83.8,5.3,17,5.7,11,1,1,0,0,0,81.3,0,0
T.J. Graham,7071,WR,3,NO,4,4,100.0,24,0,60.3,64.3,72.1,67.0,,6.0,39,9.8,18,1,0,0,0,0,91.7,1,0
Phillip Supernaw,7324,TE,8,TEN,4,3,75.0,32,0,53.0,45.0,36.8,13.9,72.7,10.7,14,4.7,16,1,1,0,1,0,97.9,2,0
Will Johnson,7639,FB,11,PIT,4,2,50.0,16,0,62.1,59.8,72.1,71.1,77.3,8.0,4,2.0,11,1,0,1,0,0,20.8,0,0
Jake Fisher,9486,T,13,CIN,4,1,25.0,31,0,65.8,49.6,28.9,61.2,78.0,31.0,22,22.0,31,1,1,0,0,0,59.4,2,0
Andrew Quarless,5677,TE,5,GB,4,4,100.0,31,0,56.3,56.1,72.1,67.0,73.6,7.8,7,1.8,13,1,0,0,0,1,99.0,0,0
Terrance West,8729,HB,8,BLT,4,4,100.0,21,0,53.6,55.8,72.1,28.7,31.9,5.3,18,4.5,8,0,0,0,0,0,88.5,0,0
Tony Moeaki,5617,TE,8,ATL,4,3,75.0,58,1,58.3,65.9,36.8,65.8,77.4,19.3,52,17.3,42,3,1,0,0,1,156.3,2,1
Geremy Davis,9619,WR,5,NYG,3,2,66.7,21,0,57.5,57.8,68.3,64.0,,10.5,7,3.5,16,1,0,0,0,0,86.8,0,0
Khari Lee,10018,TE,10,CHI,3,1,33.3,7,0,54.1,44.4,28.8,61.2,64.1,7.0,4,4.0,7,0,1,0,0,0,42.4,2,1
Jonathan Krause,9017,WR,2,PHI,3,2,66.7,11,0,56.4,56.3,68.3,64.0,,5.5,6,3.0,7,0,0,0,0,1,72.9,0,0
Matt LaCosse,9840,TE,2,NYG,3,3,100.0,22,0,62.1,50.7,70.5,65.8,,7.3,7,2.3,10,2,0,0,0,0,97.2,0,0
Seyi Ajirotutu,6035,WR,4,PHI,3,1,33.3,4,0,54.9,55.5,64.7,61.2,,4.0,0,0.0,4,0,0,0,0,0,42.4,0,0
Corey Grant,9827,HB,5,JAX,3,2,66.7,13,0,30.5,42.3,29.9,24.3,,6.5,15,7.5,8,0,1,0,0,0,75.7,0,0
Deonte Thompson,7513,WR,5,CHI,3,2,66.7,81,0,69.8,74.7,68.3,77.9,,40.5,5,2.5,45,2,0,1,0,0,70.1,1,0
Knile Davis,7878,HB,9,KC,3,2,66.7,24,0,54.7,62.0,68.3,84.8,38.4,12.0,24,12.0,12,1,0,0,0,1,91.0,0,0
Marcus Easley,5631,WR,5,BUF,3,1,33.3,58,1,55.7,57.4,64.7,61.2,,58.0,17,17.0,58,1,0,0,0,0,121.5,0,0
Andre Williams,8748,HB,14,NYG,3,1,33.3,7,0,51.1,29.0,26.4,86.9,71.6,7.0,3,3.0,7,0,2,0,0,0,42.4,0,0
Nic Jacobs,8946,TE,10,JAX,3,1,33.3,6,0,47.7,31.0,28.8,61.2,70.7,6.0,5,5.0,6,0,1,0,0,0,42.4,0,0
Ka'Deem Carey,8752,HB,6,CHI,3,3,100.0,19,1,60.9,60.4,70.5,44.7,12.0,6.3,8,2.7,11,2,0,0,0,0,132.6,1,0
Bobby Rainey Jr.,7511,HB,10,TB,3,3,100.0,16,0,50.3,72.0,70.5,28.5,84.7,5.3,23,7.7,8,1,0,0,0,2,88.9,0,0
Brandon Tate,5006,WR,3,CIN,3,2,66.7,59,1,91.9,90.6,68.3,86.7,,29.5,10,5.0,55,1,0,0,0,0,149.3,0,0
Orleans Darkwa,9173,HB,8,NYG,3,3,100.0,31,0,61.4,59.9,70.5,81.2,81.2,10.3,29,9.7,15,2,0,0,0,0,109.7,0,0
Nick O'Leary,9627,TE,4,BUF,3,1,33.3,37,0,64.4,61.0,64.7,61.2,62.4,37.0,37,37.0,37,1,0,0,0,1,81.3,0,0
Matt Spaeth,3693,TE,13,PIT,3,2,66.7,10,0,61.1,36.6,29.9,64.0,83.4,5.0,8,4.0,6,1,1,0,0,0,71.5,2,0
DeAndrew White,9697,WR,2,SF,2,2,100.0,18,0,52.6,52.9,68.3,20.6,,9.0,5,2.5,10,2,0,0,0,0,104.2,0,0
Tyson Alualu,5535,DI,16,JAX,2,2,100.0,19,0,70.3,84.3,68.3,64.0,,9.5,6,3.0,16,2,0,0,0,0,106.3,1,0
Jacquizz Rodgers,6297,HB,5,CHI,2,1,50.0,10,0,70.4,55.3,64.7,81.8,82.5,10.0,15,15.0,10,0,0,0,0,0,64.6,0,0
Jerome Felton,4460,FB,16,BUF,2,1,50.0,12,0,66.6,48.9,32.3,81.6,64.4,12.0,8,8.0,12,1,1,0,0,0,68.8,2,0
Jorvorskie Lane,7002,FB,14,TB,2,2,100.0,13,0,67.2,53.2,70.5,67.4,62.8,6.5,11,5.5,8,0,0,0,0,0,93.8,0,0
Sammie Coates,9520,WR,3,PIT,2,1,50.0,11,0,56.6,56.4,64.7,61.2,,11.0,4,4.0,11,1,0,0,0,0,66.7,0,0
B.J. Daniels,8020,WR,6,HST,2,2,100.0,18,0,64.1,65.6,68.3,76.7,,9.0,8,4.0,12,0,0,0,0,0,104.2,0,0
Kerwynn Williams,8013,HB,4,ARZ,2,2,100.0,16,0,58.9,71.5,68.3,50.9,82.1,8.0,5,2.5,12,1,0,0,0,0,100.0,0,0
David Cobb,9571,HB,7,TEN,2,1,50.0,-2,0,55.8,34.0,28.8,83.2,69.7,-2.0,3,3.0,0,0,1,0,0,0,56.3,0,0
Bryce Brown,7213,HB,3,SEA,2,0,0.0,0,0,56.1,37.4,,78.6,83.4,,0,,0,0,0,0,0,0,39.6,0,0
Stepfan Taylor,7922,HB,10,ARZ,2,1,50.0,4,0,56.2,57.0,64.7,76.4,90.5,4.0,0,0.0,4,0,1,0,0,0,56.3,0,0
Zach Zenner,9761,HB,3,DET,2,2,100.0,11,0,62.6,57.3,68.3,77.1,82.6,5.5,12,6.0,7,0,0,0,0,0,89.6,0,0
Roosevelt Nix,10269,FB,11,PIT,2,2,100.0,16,0,80.2,60.0,70.5,65.8,46.3,8.0,11,5.5,10,1,0,0,0,0,100.0,0,0
Christopher Harper,9950,WR,5,NE,2,1,50.0,6,0,60.2,57.9,68.3,70.9,,6.0,1,1.0,6,0,0,1,0,0,16.7,0,0
E.J. Bibbs,10034,TE,7,CLV,2,1,50.0,7,0,53.6,51.0,64.7,61.2,40.4,7.0,1,1.0,7,0,0,0,0,0,58.3,0,0
Ben Edwards,10067,WR,2,NYG,2,1,50.0,9,0,51.7,51.7,64.7,65.3,,9.0,7,7.0,9,0,0,1,0,1,22.9,0,0
Marquise Goodwin,7859,WR,2,BUF,2,2,100.0,24,0,72.4,71.7,68.3,68.7,,12.0,0,0.0,14,2,0,0,0,0,116.7,0,0
Andrew Turzilli,10112,WR,2,TEN,2,2,100.0,25,0,60.2,61.3,68.3,64.0,,12.5,6,3.0,18,1,0,0,0,0,118.8,1,0
Cordarrelle Patterson,7810,WR,8,MIN,2,2,100.0,10,0,67.6,62.9,68.3,51.5,,5.0,3,1.5,9,1,0,0,0,0,87.5,0,0
Alex Smith,2288,TE,3,WAS,1,0,0.0,0,0,44.0,30.2,27.9,,63.1,,0,,0,0,1,0,0,0,39.6,1,0
Cierre Wood,8343,HB,1,BUF,1,1,100.0,-6,0,57.4,60.3,64.7,66.7,69.2,-6.0,0,0.0,0,0,0,0,0,0,79.2,0,0
Matthew Slater,4467,WR,2,NE,1,0,0.0,0,0,58.7,56.9,,,,,0,,0,0,0,0,0,0,39.6,0,0
Tom Brady,698,QB,16,NE,1,1,100.0,36,0,92.0,81.1,64.7,86.4,,36.0,29,29.0,36,1,0,0,6,0,118.8,1,0
Matthew Mulligan,4701,TE,12,BUF,1,1,100.0,2,0,67.1,40.7,64.7,61.2,47.0,2.0,2,2.0,2,0,0,0,0,1,79.2,3,0
Joe Reitz,4789,T,16,IND,1,0,0.0,0,0,76.6,,,61.9,76.4,,0,,0,0,0,0,0,0,39.6,8,3
Derrick Coleman,7377,FB,9,SEA,1,1,100.0,0,0,56.0,51.4,64.7,72.5,36.7,0.0,0,0.0,0,0,0,0,0,0,79.2,0,0
Matthew Stafford,4924,QB,16,DET,1,1,100.0,-6,0,65.7,,,87.8,,-6.0,1,1.0,0,0,0,0,3,0,79.2,5,0
Cody Davis,8458,S,7,SL,1,1,100.0,20,0,59.4,56.9,28.9,61.2,,20.0,1,1.0,20,1,1,0,0,0,118.8,0,0
Tyrod Taylor,6332,QB,14,BUF,1,1,100.0,4,0,77.0,65.1,64.7,56.7,61.3,4.0,2,2.0,4,0,0,0,7,0,83.3,3,0
Ereck Flowers,9442,T,15,NYG,1,1,100.0,-11,0,59.3,66.9,67.6,62.3,50.5,-11.0,-4,-4.0,0,0,0,0,0,0,79.2,10,1
Marcus Mariota,9435,QB,12,TEN,1,1,100.0,41,1,62.2,78.5,64.7,31.3,,41.0,16,16.0,41,1,0,0,8,0,158.3,3,0
Aaron Ripkowski,9639,FB,6,GB,1,1,100.0,18,0,70.5,67.1,64.7,61.2,73.0,18.0,14,14.0,18,1,0,0,0,1,118.8,0,0
Mario Alford,9671,WR,1,CIN,1,1,100.0,15,0,79.1,75.3,64.7,61.2,,15.0,4,4.0,15,1,0,0,0,0,118.8,0,0
Paul Richardson Jr.,8680,WR,1,SEA,1,1,100.0,40,0,90.1,84.8,64.7,61.2,,40.0,11,11.0,40,1,0,0,0,0,118.8,0,0
Geoff Swaim,9679,TE,2,DAL,1,1,100.0,0,0,38.5,55.6,64.7,61.2,69.3,0.0,0,0.0,0,0,0,0,0,0,79.2,2,0
Wesley Johnson,8808,C,3,NYJ,1,1,100.0,-5,0,73.6,66.9,67.6,62.3,71.4,-5.0,3,3.0,0,0,0,0,0,0,79.2,1,0
Tyler Varga,9712,HB,3,IND,1,1,100.0,18,0,69.2,67.8,64.7,73.5,80.2,18.0,18,18.0,18,1,0,0,0,2,118.8,0,0
Steven Jackson,1745,HB,2,NE,1,1,100.0,20,0,68.0,69.2,64.7,78.1,,20.0,23,23.0,20,1,0,0,0,0,118.8,0,0
Rod Streater,7416,WR,1,OAK,1,1,100.0,8,0,68.0,66.5,64.7,61.2,,8.0,1,1.0,8,1,0,0,0,0,100.0,0,0
Vincent Brown,6234,WR,1,SD,1,1,100.0,22,0,64.0,63.2,64.7,61.2,,22.0,2,2.0,22,1,0,0,0,0,118.8,0,0
J.J. Watt,6163,DI,16,HST,1,0,0.0,0,0,57.7,59.1,,,,,0,,0,0,0,0,0,0,39.6,8,0
Alejandro Villanueva,9091,T,14,PIT,1,0,0.0,0,0,65.8,34.5,,,70.5,,0,,0,0,0,1,0,0,0.0,2,1
David Johnson,5165,TE,13,SD,1,1,100.0,4,0,50.5,32.8,64.7,14.3,83.6,4.0,4,4.0,4,0,0,0,1,0,83.3,1,0
Terrence Magee,9864,HB,1,BLT,1,1,100.0,2,0,64.2,59.9,64.7,68.6,76.4,2.0,1,1.0,2,0,0,0,0,0,79.2,0,0
Malcolm Brown,9902,HB,1,SL,1,1,100.0,-2,0,58.4,62.8,64.7,69.4,69.4,-2.0,4,4.0,0,0,0,0,0,0,79.2,0,0
Tyler Murphy,9912,WR,1,PIT,1,1,100.0,16,0,56.8,57.2,64.7,61.2,,16.0,0,0.0,16,1,0,0,0,0,118.8,0,0
Matt Hazel,8825,WR,3,MIA,1,0,0.0,0,0,54.3,53.5,,,,,0,,0,0,0,0,0,0,39.6,0,0
Alonzo Harris,9926,HB,3,GB,1,0,0.0,0,0,45.5,26.1,28.0,68.6,,,0,,0,0,1,0,0,0,39.6,0,0
Brian Parker,10135,TE,9,KC,1,1,100.0,6,0,68.8,48.5,64.7,61.2,70.8,6.0,8,8.0,6,0,0,0,0,0,91.7,1,0
Asante Cleveland,9066,TE,3,SD,1,1,100.0,1,0,61.3,53.0,64.7,61.2,,1.0,1,1.0,1,0,0,0,0,0,79.2,0,0
Rod Smith,9996,HB,5,DAL,1,1,100.0,6,0,57.3,51.8,64.7,66.7,79.9,6.0,5,5.0,6,1,0,0,0,0,91.7,0,0
Brittan Golden,7481,WR,6,ARZ,1,1,100.0,5,0,58.7,55.1,64.7,68.4,,5.0,0,0.0,5,1,0,0,0,0,87.5,0,0
Kendall Lamm,10017,T,11,HST,1,1,100.0,7,0,54.5,90.5,67.6,62.3,68.8,7.0,5,5.0,7,1,0,0,0,0,95.8,2,1
Mike Iupati,5542,G,13,ARZ,1,1,100.0,10,0,80.4,91.2,67.6,62.3,69.1,10.0,8,8.0,10,1,0,0,0,0,108.3,2,0
Tyler Clutts,6124,FB,14,DAL,1,1,100.0,4,0,67.7,53.9,64.7,61.2,79.6,4.0,5,5.0,4,0,0,0,0,0,83.3,1,0
Scott Simonson,8954,TE,4,CAR,1,1,100.0,10,0,70.1,73.7,64.7,61.2,67.7,10.0,9,9.0,10,1,0,0,0,1,108.3,0,0
Will Tukuafu,7764,FB,13,SEA,1,1,100.0,7,1,62.3,56.7,68.3,17.4,61.6,7.0,5,5.0,7,1,0,0,0,0,135.4,1,0
Vince Mayle,9556,WR,1,DAL,1,0,0.0,0,0,53.8,55.0,,,,,0,,0,0,0,1,0,0,0.0,0,0
Jamil Douglas,9547,G,9,MIA,1,0,0.0,0,0,37.6,23.0,,15.5,39.9,,0,,0,0,0,0,3,0,39.6,3,0
Brian Leonhardt,8083,TE,3,SF,1,1,100.0,4,0,57.3,55.2,64.7,61.2,24.5,4.0,1,1.0,4,0,0,0,0,0,83.3,0,0
Kevin Norwood,8758,WR,1,CAR,1,0,0.0,0,0,59.6,54.6,27.9,,,,0,,0,0,1,1,0,0,0.0,0,0
Donald Penn,3459,T,16,OAK,1,1,100.0,3,0,85.3,66.9,67.6,62.3,85.6,3.0,10,10.0,3,0,0,0,0,0,79.2,7,1
Adrian Amos,9575,S,16,CHI,1,0,0.0,0,0,,,,,,,0,,0,0,0,0,0,0,39.6,1,0
Eric Weems,4097,WR,3,ATL,1,1,100.0,11,0,71.7,68.4,64.7,85.0,,11.0,5,5.0,11,1,0,0,0,0,112.5,0,0
Ryan Tannehill,7014,QB,16,MIA,1,1,100.0,9,0,68.0,91.2,64.7,39.8,61.3,9.0,9,9.0,9,0,0,0,9,0,104.2,4,0
Kasen Williams,10195,WR,2,SEA,1,1,100.0,8,0,60.2,54.9,64.7,64.6,,8.0,5,5.0,8,1,0,0,0,0,100.0,0,0
MarQueis Gray,8286,TE,4,BUF,1,1,100.0,2,0,45.0,43.3,64.7,61.2,69.6,2.0,5,5.0,2,0,0,0,0,1,79.2,1,0
C.J. Uzomah,9590,TE,4,CIN,1,1,100.0,4,0,56.1,64.7,64.7,61.2,76.5,4.0,2,2.0,4,1,0,0,0,1,83.3,0,0
