year,player,player_id,position,player_game_count,team_name,targets,deep_targets,deep_receptions,deep_drops,deep_yards,deep_catchable,deep_touchdowns,target_rate,drop_rate,catch_rate
2016,Julian Edelman,5156,WR,16,NE,146,16,4,1,128,5,0,11,20,25
2016,Danny Amendola,4717,WR,12,NE,28,4,1,0,32,1,0,14.3,0,25
2016,Greg Olsen,3647,TE,16,CAR,121,21,5,1,185,6,2,17.4,16.7,23.8
2016,Michael Floyd,7019,WR,15,NE,72,17,4,0,125,4,0,23.6,0,23.5
2016,Brian Quick,7037,WR,16,LA,75,13,3,0,115,3,1,17.3,0,23.1
2016,Roger Lewis Jr.,11246,WR,11,NYG,19,9,2,1,54,3,2,47.4,33.3,22.2
2016,Andre Roberts,5612,WR,16,DET,25,9,2,1,71,3,0,36,33.3,22.2
2016,Mike Wallace,5007,WR,16,BLT,109,18,4,2,206,6,2,16.5,33.3,22.2
2016,J.J. Nelson,9592,WR,15,ARZ,67,19,4,1,178,5,2,28.4,20,21.1
2016,Jaron Brown,8128,WR,6,ARZ,24,5,1,0,51,1,1,20.8,0,20
2016,Markus Wheaton,7860,WR,3,PIT,9,5,1,1,30,2,1,55.6,50,20
2016,Chris Conley,9509,WR,16,KC,65,10,2,1,72,3,0,15.4,33.3,20
2016,Walter Powell,8831,WR,9,BUF,23,5,1,0,35,1,0,21.7,0,20
2016,Kamar Aiken,6671,WR,16,BLT,46,10,2,0,51,2,0,21.7,0,20
2016,Nelson Agholor,9453,WR,15,PHI,62,10,2,0,75,2,2,16.1,0,20
2016,Bennie Fowler,8914,WR,13,DEN,21,5,1,1,76,2,1,23.8,50,20
2016,Dennis Pitta,5638,TE,16,BLT,116,6,1,1,27,2,0,5.2,50,16.7
2016,Will Fuller V,10655,WR,14,HST,87,30,5,3,164,8,0,34.5,37.5,16.7
2016,Marqise Lee,8674,WR,16,JAX,101,18,3,0,114,3,0,17.8,0,16.7
2016,Dorial Green-Beckham,9473,WR,15,PHI,67,6,1,0,24,1,0,9,0,16.7
2016,Andrew Hawkins,6125,WR,16,CLV,50,6,1,1,33,2,0,12,50,16.7
2016,Cecil Shorts,6266,WR,9,TB,24,7,1,0,20,1,0,29.2,0,14.3
2016,Bryce Treggs,11278,WR,8,PHI,12,7,1,0,58,1,0,58.3,0,14.3
2016,Quinton Patton,7910,WR,14,SF,59,7,1,0,45,1,0,11.9,0,14.3
2016,Corey Brown,8986,WR,16,CAR,45,7,1,0,27,1,0,15.6,0,14.3
2016,Marquise Goodwin,7859,WR,15,BUF,63,14,2,0,151,2,2,22.2,0,14.3
2016,Trey Burton,9185,TE,15,PHI,57,7,1,0,32,1,0,12.3,0,14.3
2016,DeAndre Hopkins,7808,WR,16,HST,138,22,3,1,94,4,3,15.9,25,13.6
2016,Brandon Marshall,3064,WR,15,NYJ,121,23,3,3,73,6,1,19,50,13
2016,Allen Robinson II,8696,WR,16,JAX,144,31,4,1,108,5,0,21.5,20,12.9
2016,Randall Cobb,6216,WR,13,GB,80,9,1,0,32,1,0,11.3,0,11.1
2016,Kevin White,9440,WR,4,CHI,34,9,1,1,32,2,0,26.5,50,11.1
2016,Antone Smith,5440,HB,3,TB,9,1,0,0,0,0,0,11.1,,0
2016,Jerell Adams,10818,TE,12,NYG,20,1,0,0,0,0,0,5,,0
2016,Charles Sims,8704,HB,7,TB,28,1,0,0,0,0,0,3.6,,0
2016,Le'Veon Bell,7829,HB,12,PIT,88,2,0,0,0,0,0,2.3,,0
